mutation_count;mouse_move_count;mouse_interaction_count;mouse_up_count;mouse_down_count;click_count;context_menu_count;dbl_click_count;focus_count;blur_count;touch_start_count;touch_move_departed_count;touch_end_count;touch_cancel_count;scroll_count;viewport_resize_count;input_count;touch_count;mutation_per_second;mouse_move_per_second;mouse_interaction_per_second;mouse_up_per_second;mouse_down_per_second;click_per_second;context_menu_per_second;dbl_click_per_second;focus_per_second;blur_per_second;touch_start_per_second;touch_move_departed_per_second;touch_end_per_second;touch_cancel_per_second;scroll_per_second;viewport_resize_per_second;input_per_second;touch_per_second;active_s;inactivity_s;DatesReha;Amounts;Dates;Table;Your Task;Prediction;Confidence;recording_id;step_id;workunit_id;class
6;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;1.675.977.653.631.280;0.0;3.910.614.525.139.660;558.659.217.877.095;558.659.217.877.095;558.659.217.877.095;0.0;0.0;111.731.843.575.419;111.731.843.575.419;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;358;0.0;0;0;0;1;0;Unreliable;0.49031246;a2a768bf-9164-44b7-821e-a4da68f5c847#7b30b83d-fda2-47bc-8362-515c7c35194a#1a0402c52;1470;Table - 5/7;Reliable
11;0;24;3;3;2;0;0;8;8;0;0;0;0;0;0;6;0;728.959.575.878.065;0.0;15.904.572.564.612.300;19.880.715.705.765.400;19.880.715.705.765.400;13.253.810.470.510.200;0.0;0.0;5.301.524.188.204.100;5.301.524.188.204.100;0.0;0.0;0.0;0.0;0.0;0.0;39.761.431.411.530.800;0.0;1509;0.0;0;1;0;0;0;Unreliable;0.47054547;3E24UO25QZ29NC052K3KX2KGKEHO6I#bc58f71d-c012-4a93-9562-68f08269f28d#1A8TT49PC6GZGK;1469;Amounts - 2/11;Reliable
126;8;37;5;5;4;1;0;11;11;0;0;0;0;2;1;24;0;11.198.009.242.801.200;0.710984713828653;328.830.430.145.752;0.4443654461429081;0.4443654461429081;0.3554923569143265;0.0888730892285816;0.0;0.977603981514398;0.977603981514398;0.0;0.0;0.0;0.0;0.1777461784571632;0.0888730892285816;21.329.541.414.859.500;0.0;11.251.999.999.999.900;59179;0;0;1;0;0;Unreliable;0.47485128;5d523f52-678b-47bb-afa1-ffcd909a919b#1f3fde4e-d206-4491-9470-c0900a9271f5#172851b19;1470;Dates - 1/5;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;8.0;0.0;18.666.666.666.666.600;26.666.666.666.666.600;26.666.666.666.666.600;26.666.666.666.666.600;0.0;0.0;5.333.333.333.333.330;5.333.333.333.333.330;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;375;0.0;0;1;0;0;0;Unreliable;0.4861429;7a1519ae-fbc8-4fb1-97fd-6406405af5be#a3457286-5116-4092-880f-d3a9a60488e6#1bcaa15f9;1470;Amounts - 10/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;8.064.516.129.032.250;0.0;18.817.204.301.075.200;26.881.720.430.107.500;26.881.720.430.107.500;26.881.720.430.107.500;0.0;0.0;5.376.344.086.021.500;5.376.344.086.021.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;372;0.0;0;1;0;0;0;Unreliable;0.489479;3XEDXEGFX30VJATB23VAHKTGN5E0K0#f44b89c5-0a34-4945-9c8c-43339eb9bcc1#1A2FID4BYT1X6R6;1468;Amounts - 4/11;Reliable
6;0;9;2;1;1;0;1;2;2;0;0;0;0;0;0;0;0;11.450.381.679.389.300;0.0;17.175.572.519.083.900;38.167.938.931.297.700;19.083.969.465.648.800;19.083.969.465.648.800;0.0;19.083.969.465.648.800;38.167.938.931.297.700;38.167.938.931.297.700;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;524;0.0;0;0;0;1;0;Unreliable;0.49522725;57f1780b-a50d-4e8b-919f-09c24fd321ce#499096d4-9a4e-468d-8970-34ce4498b583#148d60d06;1470;Table - 5/7;Reliable
6;1;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;9.104.704.097.116.840;15.174.506.828.528.000;212.443.095.599.393;30.349.013.657.056.100;30.349.013.657.056.100;30.349.013.657.056.100;0.0;0.0;6.069.802.731.411.220;6.069.802.731.411.220;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;659;0.0;0;1;0;0;0;Unreliable;0.49668428;3XEDXEGFX30VJATB23VAHKTGN5E0K0#f44b89c5-0a34-4945-9c8c-43339eb9bcc1#1A2FID4BYT1X6R6;1468;Amounts - 5/11;Reliable
7;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;9.102.730.819.245.770;0.0;19.505.851.755.526.600;2.600.780.234.070.220;2.600.780.234.070.220;2.600.780.234.070.220;0.0;13.003.901.170.351.100;5.201.560.468.140.440;5.201.560.468.140.440;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;769;0.0;0;0;0;1;0;Unreliable;0.51267594;37ZQELHEQ0ATUULLOLAO79HXK3NMN5#f3178983-2d04-484b-9a1b-23c5f5c8caf9#1ATXUM0GBU5MC8;1468;Table - 6/7;Reliable
4;1;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;6.389.776.357.827.470;1.597.444.089.456.860;20.766.773.162.939.200;3.194.888.178.913.730;3.194.888.178.913.730;1.597.444.089.456.860;0.0;0.0;6.389.776.357.827.470;6.389.776.357.827.470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;626;0.0;0;1;0;0;0;Unreliable;0.52731264;3XEDXEGFX30VJATB23VAHKTGN5E0K0#f44b89c5-0a34-4945-9c8c-43339eb9bcc1#1A2FID4BYT1X6R6;1468;Amounts - 6/11;Reliable
4;1;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;11.396.011.396.011.300;28.490.028.490.028.400;22.792.022.792.022.700;28.490.028.490.028.400;28.490.028.490.028.400;28.490.028.490.028.400;0.0;28.490.028.490.028.400;5.698.005.698.005.690;5.698.005.698.005.690;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;351;0.0;0;1;0;0;0;Unreliable;0.5297682;3XEDXEGFX30VJATB23VAHKTGN5E0K0#f44b89c5-0a34-4945-9c8c-43339eb9bcc1#1A2FID4BYT1X6R6;1468;Amounts - 3/11;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;11.869.436.201.780.400;0.0;2.077.151.335.311.570;29.673.590.504.451.000;29.673.590.504.451.000;29.673.590.504.451.000;0.0;0.0;59.347.181.008.902.000;59.347.181.008.902.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;337;0.0;0;1;0;0;0;Unreliable;0.53174657;7a1519ae-fbc8-4fb1-97fd-6406405af5be#a3457286-5116-4092-880f-d3a9a60488e6#1bcaa15f9;1470;Amounts - 5/11;Reliable
4;1;16;3;3;2;0;0;4;4;0;0;0;0;0;0;0;0;5.442.176.870.748.290;13.605.442.176.870.700;21.768.707.482.993.100;4.081.632.653.061.220;4.081.632.653.061.220;27.210.884.353.741.400;0.0;0.0;5.442.176.870.748.290;5.442.176.870.748.290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;735;0.0;0;1;0;0;0;Unreliable;0.5393819;7789cb44-5a4f-401f-9978-78e048631b9b#98c90d44-08b9-4a11-a180-515a77d0456c#17287fb39;1470;Amounts - 7/11;Reliable
3;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;67.114.093.959.731.500;0.0;1.789.709.172.259.500;2.237.136.465.324.380;2.237.136.465.324.380;2.237.136.465.324.380;0.0;2.237.136.465.324.380;447.427.293.064.877;447.427.293.064.877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;447;0.0;0;1;0;0;0;Unreliable;0.5504179;ed2878bb-1164-4b3b-9642-6686447be958#af05cce0-b371-4071-89c2-3da39df46b94#19386eb9d;1470;Amounts - 7/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;9.316.770.186.335.400;0.0;2.173.913.043.478.260;31.055.900.621.118.000;31.055.900.621.118.000;31.055.900.621.118.000;0.0;0.0;6.211.180.124.223.600;6.211.180.124.223.600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;322;0.0;0;1;0;0;0;Unreliable;0.5518521;4329dee4-31fc-4181-8a4b-c685699da254#d6713528-1d09-4a6e-874c-898287b1f67f#1298bc9cb;1470;Amounts - 5/11;Reliable
5;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;6.702.412.868.632.700;0.0;20.107.238.605.898.100;2.680.965.147.453.080;2.680.965.147.453.080;2.680.965.147.453.080;0.0;13.404.825.737.265.400;5.361.930.294.906.160;5.361.930.294.906.160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;746;0.0;0;1;0;0;0;Unreliable;0.57033694;28bc83c9-0560-4aeb-87d2-a521a756caa2#ef5b226d-735e-4b37-ab50-5342957fe52f#1ef20b705;1470;Amounts - 3/11;Reliable
10;0;22;3;3;3;0;1;6;6;0;0;0;0;0;0;0;0;9.746.588.693.957.110;0.0;2.144.249.512.670.560;29.239.766.081.871.300;29.239.766.081.871.300;29.239.766.081.871.300;0.0;0.9746588693957114;5.847.953.216.374.260;5.847.953.216.374.260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1026;0.0;0;1;0;0;0;Unreliable;0.57392186;e07922ef-7f9c-418e-908f-1b699a8c5745#e4c835e6-0a3c-4164-a283-a599b1bf2334#14ced61f3;1470;Amounts - 7/11;Reliable
4;0;18;3;3;3;0;1;4;4;0;0;0;0;0;0;0;0;4.938.271.604.938.270;0.0;2.222.222.222.222.220;37.037.037.037.037.000;37.037.037.037.037.000;37.037.037.037.037.000;0.0;12.345.679.012.345.600;4.938.271.604.938.270;4.938.271.604.938.270;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.81;0.0;0;1;0;0;0;Unreliable;0.5766557;7a1519ae-fbc8-4fb1-97fd-6406405af5be#a3457286-5116-4092-880f-d3a9a60488e6#1bcaa15f9;1470;Amounts - 6/11;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;13.289.036.544.850.400;0.0;23.255.813.953.488.300;33.222.591.362.126.200;33.222.591.362.126.200;33.222.591.362.126.200;0.0;0.0;6.644.518.272.425.240;6.644.518.272.425.240;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;301;0.0;0;1;0;0;0;Unreliable;0.5832922;4329dee4-31fc-4181-8a4b-c685699da254#d6713528-1d09-4a6e-874c-898287b1f67f#1298bc9cb;1470;Amounts - 4/11;Reliable
6;1;20;4;4;3;0;1;4;4;0;0;0;0;0;0;0;0;7.731.958.762.886.590;12.886.597.938.144.300;2.577.319.587.628.860;5.154.639.175.257.730;5.154.639.175.257.730;3.865.979.381.443.290;0.0;12.886.597.938.144.300;5.154.639.175.257.730;5.154.639.175.257.730;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;776;0.0;0;1;0;0;0;Unreliable;0.6178218;4329dee4-31fc-4181-8a4b-c685699da254#d6713528-1d09-4a6e-874c-898287b1f67f#1298bc9cb;1470;Amounts - 2/11;Reliable
5;0;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;89.126.559.714.795;0.0;231.729.055.258.467;35.650.623.885.918;35.650.623.885.918;17.825.311.942.959;0.0;0.0;71.301.247.771.836;71.301.247.771.836;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;561;0.0;0;1;0;0;0;Unreliable;0.6178221;7789cb44-5a4f-401f-9978-78e048631b9b#98c90d44-08b9-4a11-a180-515a77d0456c#17287fb39;1470;Amounts - 6/11;Reliable
2;0;4;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;20.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0;1;0;0;0;Unreliable;0.62573695;6132c03b-73c5-4938-b77b-53db1bd4c3ed#45ed670a-6916-46d2-a2ee-d19971cde3fc#17f2e746f;1470;Amounts - 7/11;Reliable
5;1;17;3;3;3;0;0;4;4;0;0;0;0;0;0;0;0;8.960.573.476.702.500;17.921.146.953.405.000;30.465.949.820.788.500;5.376.344.086.021.500;5.376.344.086.021.500;5.376.344.086.021.500;0.0;0.0;7.168.458.781.362.000;7.168.458.781.362.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;558;0.0;0;1;0;0;0;Unreliable;0.62774485;28bc83c9-0560-4aeb-87d2-a521a756caa2#ef5b226d-735e-4b37-ab50-5342957fe52f#1ef20b705;1470;Amounts - 7/11;Reliable
5;0;17;3;3;3;0;0;4;4;0;0;0;0;0;0;0;0;8.403.361.344.537.810;0.0;28.571.428.571.428.500;5.042.016.806.722.680;5.042.016.806.722.680;5.042.016.806.722.680;0.0;0.0;6.722.689.075.630.250;6.722.689.075.630.250;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;595;0.0;0;1;0;0;0;Unreliable;0.63548046;28bc83c9-0560-4aeb-87d2-a521a756caa2#ef5b226d-735e-4b37-ab50-5342957fe52f#1ef20b705;1470;Amounts - 5/11;Reliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;9.487.666.034.155.590;0.0;2.656.546.489.563.560;3.795.066.413.662.230;3.795.066.413.662.230;3.795.066.413.662.230;0.0;0.0;7.590.132.827.324.470;7.590.132.827.324.470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;527;0.0;0;1;0;0;0;Unreliable;0.6383119;4329dee4-31fc-4181-8a4b-c685699da254#d6713528-1d09-4a6e-874c-898287b1f67f#1298bc9cb;1470;Amounts - 10/11;Reliable
5;1;17;3;3;3;0;0;4;4;0;0;0;0;0;0;0;0;9.310.986.964.618.240;18.621.973.929.236.400;31.657.355.679.702.000;558.659.217.877.095;558.659.217.877.095;558.659.217.877.095;0.0;0.0;7.448.789.571.694.590;7.448.789.571.694.590;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;537;0.0;0;1;0;0;0;Unreliable;0.64212763;acd7a05c-5321-46e1-97c6-5e1d9136e8a5#05ed78ed-a10e-4c76-bc74-554f48838004#14ced61f3;1470;Amounts - 3/11;Reliable
4;1;17;3;3;3;0;0;4;4;0;0;0;0;0;0;0;0;7.504.690.431.519.690;18.761.726.078.799.200;31.894.934.333.958.700;5.628.517.823.639.770;5.628.517.823.639.770;5.628.517.823.639.770;0.0;0.0;7.504.690.431.519.690;7.504.690.431.519.690;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;533;0.0;0;1;0;0;0;Unreliable;0.6448899;28bc83c9-0560-4aeb-87d2-a521a756caa2#ef5b226d-735e-4b37-ab50-5342957fe52f#1ef20b705;1470;Amounts - 8/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;7.736.943.907.156.670;0.0;2.707.930.367.504.830;3.868.471.953.578.330;3.868.471.953.578.330;3.868.471.953.578.330;0.0;0.0;7.736.943.907.156.670;7.736.943.907.156.670;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;517;0.0;0;1;0;0;0;Unreliable;0.64699084;28bc83c9-0560-4aeb-87d2-a521a756caa2#ef5b226d-735e-4b37-ab50-5342957fe52f#1ef20b705;1470;Amounts - 4/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;7.782.101.167.315.170;0.0;27.237.354.085.603.100;3.891.050.583.657.580;3.891.050.583.657.580;3.891.050.583.657.580;0.0;0.0;7.782.101.167.315.170;7.782.101.167.315.170;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;514;0.0;0;1;0;0;0;Unreliable;0.64969033;3XEDXEGFX30VJATB23VAHKTGN5E0K0#f44b89c5-0a34-4945-9c8c-43339eb9bcc1#1A2FID4BYT1X6R6;1468;Amounts - 10/11;Reliable
6;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;11.695.906.432.748.500;0.0;27.290.448.343.079.900;3.898.635.477.582.840;3.898.635.477.582.840;3.898.635.477.582.840;0.0;0.0;7.797.270.955.165.690;7.797.270.955.165.690;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;513;0.0;0;1;0;0;0;Unreliable;0.65092564;3XEDXEGFX30VJATB23VAHKTGN5E0K0#f44b89c5-0a34-4945-9c8c-43339eb9bcc1#1A2FID4BYT1X6R6;1468;Amounts - 7/11;Reliable
4;0;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;7.633.587.786.259.540;0.0;2.480.916.030.534.350;38.167.938.931.297.700;38.167.938.931.297.700;19.083.969.465.648.800;0.0;0.0;7.633.587.786.259.540;7.633.587.786.259.540;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;524;0.0;0;1;0;0;0;Unreliable;0.650942;3XEDXEGFX30VJATB23VAHKTGN5E0K0#f44b89c5-0a34-4945-9c8c-43339eb9bcc1#1A2FID4BYT1X6R6;1468;Amounts - 8/11;Reliable
5;0;16;3;3;2;0;0;4;4;0;0;0;0;0;0;0;0;8.474.576.271.186.440;0.0;27.118.644.067.796.600;5.084.745.762.711.860;5.084.745.762.711.860;3.389.830.508.474.570;0.0;0.0;6.779.661.016.949.150;6.779.661.016.949.150;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.59;0.0;0;1;0;0;0;Unreliable;0.6511574;7789cb44-5a4f-401f-9978-78e048631b9b#98c90d44-08b9-4a11-a180-515a77d0456c#17287fb39;1470;Amounts - 8/11;Reliable
5;1;21;4;4;4;0;1;4;4;0;0;0;0;0;0;0;0;7.396.449.704.142.010;14.792.899.408.284.000;3.106.508.875.739.640;59.171.597.633.136.000;59.171.597.633.136.000;59.171.597.633.136.000;0.0;14.792.899.408.284.000;59.171.597.633.136.000;59.171.597.633.136.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;676;0.0;0;1;0;0;0;Unreliable;0.6538038;28bc83c9-0560-4aeb-87d2-a521a756caa2#ef5b226d-735e-4b37-ab50-5342957fe52f#1ef20b705;1470;Amounts - 9/11;Reliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;9.861.932.938.856.010;0.0;27.613.412.228.796.800;39.447.731.755.424.000;39.447.731.755.424.000;39.447.731.755.424.000;0.0;0.0;7.889.546.351.084.810;7.889.546.351.084.810;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;507;0.0;0;1;0;0;0;Unreliable;0.6562397;3XEDXEGFX30VJATB23VAHKTGN5E0K0#f44b89c5-0a34-4945-9c8c-43339eb9bcc1#1A2FID4BYT1X6R6;1468;Amounts - 9/11;Reliable
4;0;17;3;3;3;0;0;4;4;0;0;0;0;0;0;0;0;7.117.437.722.419.920;0.0;30.249.110.320.284.600;5.338.078.291.814.940;5.338.078.291.814.940;5.338.078.291.814.940;0.0;0.0;7.117.437.722.419.920;7.117.437.722.419.920;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;562;0.0;0;1;0;0;0;Unreliable;0.6611068;28bc83c9-0560-4aeb-87d2-a521a756caa2#ef5b226d-735e-4b37-ab50-5342957fe52f#1ef20b705;1470;Amounts - 6/11;Reliable
2;0;4;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;22.471.910.112.359.500;0.0;44.943.820.224.719.100;0.0;0.0;0.0;0.0;0.0;22.471.910.112.359.500;22.471.910.112.359.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89;0.0;0;1;0;0;0;Unreliable;0.66303366;6132c03b-73c5-4938-b77b-53db1bd4c3ed#45ed670a-6916-46d2-a2ee-d19971cde3fc#17f2e746f;1470;Amounts - 6/11;Reliable
5;0;17;3;3;3;0;0;4;4;0;0;0;0;0;0;0;0;9.433.962.264.150.940;0.0;32.075.471.698.113.200;5.660.377.358.490.560;5.660.377.358.490.560;5.660.377.358.490.560;0.0;0.0;7.547.169.811.320.750;7.547.169.811.320.750;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.53;0.0;0;1;0;0;0;Unreliable;0.67807096;28bc83c9-0560-4aeb-87d2-a521a756caa2#ef5b226d-735e-4b37-ab50-5342957fe52f#1ef20b705;1470;Amounts - 10/11;Reliable
2;0;4;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2.469.135.802.469.130;0.0;49.382.716.049.382.700;0.0;0.0;0.0;0.0;0.0;2.469.135.802.469.130;2.469.135.802.469.130;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81;0.0;0;1;0;0;0;Unreliable;0.6862462;6132c03b-73c5-4938-b77b-53db1bd4c3ed#45ed670a-6916-46d2-a2ee-d19971cde3fc#17f2e746f;1470;Amounts - 8/11;Reliable
4;0;16;3;2;2;0;1;4;4;0;0;0;0;0;0;0;0;61.443.932.411.674.300;0.0;24.577.572.964.669.700;4.608.294.930.875.570;30.721.966.205.837.100;30.721.966.205.837.100;0.0;15.360.983.102.918.500;61.443.932.411.674.300;61.443.932.411.674.300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;651;0.0;0;1;0;0;0;Unreliable;0.6875172;3HYV4299H08AFZ641LXMC4MTM7S8EB#4ae59e27-704c-4dc3-846f-f6af212bb2ba#1A1V354P8Y69WRH;1468;Amounts - 3/11;Reliable
4;1;17;3;3;2;0;1;4;4;0;0;0;0;0;0;0;0;6.546.644.844.517.180;16.366.612.111.292.900;27.823.240.589.198.000;4.909.983.633.387.880;4.909.983.633.387.880;32.733.224.222.585.900;0.0;16.366.612.111.292.900;6.546.644.844.517.180;6.546.644.844.517.180;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;611;0.0;0;1;0;0;0;Unreliable;0.69120324;acd7a05c-5321-46e1-97c6-5e1d9136e8a5#05ed78ed-a10e-4c76-bc74-554f48838004#14ced61f3;1470;Amounts - 2/11;Reliable
4;0;16;3;3;2;0;0;4;4;0;0;0;0;0;0;0;0;74.766.355.140.186.900;0.0;2.990.654.205.607.470;5.607.476.635.514.010;5.607.476.635.514.010;37.383.177.570.093.400;0.0;0.0;74.766.355.140.186.900;74.766.355.140.186.900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;535;0.0;0;1;0;0;0;Unreliable;0.6998916;4329dee4-31fc-4181-8a4b-c685699da254#d6713528-1d09-4a6e-874c-898287b1f67f#1298bc9cb;1470;Amounts - 8/11;Reliable
9;0;29;4;4;4;0;1;8;8;0;0;0;0;0;0;0;0;8.884.501.480.750.240;0.0;2.862.783.810.463.960;3.948.667.324.777.880;3.948.667.324.777.880;3.948.667.324.777.880;0.0;0.987166831194472;7.897.334.649.555.770;7.897.334.649.555.770;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1013;0.0;0;1;0;0;0;Unreliable;0.7014827;e07922ef-7f9c-418e-908f-1b699a8c5745#e4c835e6-0a3c-4164-a283-a599b1bf2334#14ced61f3;1470;Amounts - 8/11;Reliable
4;0;16;3;3;2;0;0;4;4;0;0;0;0;0;0;0;0;7.722.007.722.007.720;0.0;30.888.030.888.030.800;57.915.057.915.057.900;57.915.057.915.057.900;3.861.003.861.003.860;0.0;0.0;7.722.007.722.007.720;7.722.007.722.007.720;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;518;0.0;0;1;0;0;0;Unreliable;0.71095544;acd7a05c-5321-46e1-97c6-5e1d9136e8a5#05ed78ed-a10e-4c76-bc74-554f48838004#14ced61f3;1470;Amounts - 9/11;Reliable
5;0;16;3;3;2;0;0;4;4;0;0;0;0;0;0;0;0;9.881.422.924.901.180;0.0;31.620.553.359.683.700;5.928.853.754.940.710;5.928.853.754.940.710;3.952.569.169.960.470;0.0;0.0;7.905.138.339.920.940;7.905.138.339.920.940;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;506;0.0;0;1;0;0;0;Unreliable;0.71894115;acd7a05c-5321-46e1-97c6-5e1d9136e8a5#05ed78ed-a10e-4c76-bc74-554f48838004#14ced61f3;1470;Amounts - 10/11;Reliable
5;0;16;3;3;2;0;0;4;4;0;0;0;0;0;0;0;0;9.940.357.852.882.700;0.0;31.809.145.129.224.600;5.964.214.711.729.620;5.964.214.711.729.620;39.761.431.411.530.800;0.0;0.0;7.952.286.282.306.160;7.952.286.282.306.160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;503;0.0;0;1;0;0;0;Unreliable;0.7209506;acd7a05c-5321-46e1-97c6-5e1d9136e8a5#05ed78ed-a10e-4c76-bc74-554f48838004#14ced61f3;1470;Amounts - 8/11;Reliable
6;0;16;3;3;2;0;0;4;4;0;0;0;0;0;0;0;0;12.448.132.780.082.900;0.0;3.319.502.074.688.790;6.224.066.390.041.490;6.224.066.390.041.490;4.149.377.593.360.990;0.0;0.0;8.298.755.186.721.990;8.298.755.186.721.990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;482;0.0;0;1;0;0;0;Unreliable;0.7355371;4329dee4-31fc-4181-8a4b-c685699da254#d6713528-1d09-4a6e-874c-898287b1f67f#1298bc9cb;1470;Amounts - 9/11;Reliable
10;0;27;4;4;3;0;0;8;8;0;0;0;0;0;0;0;0;11.737.089.201.877.900;0.0;3.169.014.084.507.040;4.694.835.680.751.170;4.694.835.680.751.170;352.112.676.056.338;0.0;0.0;9.389.671.361.502.340;9.389.671.361.502.340;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8520000000000001;0.0;0;1;0;0;0;Unreliable;0.7362664;e07922ef-7f9c-418e-908f-1b699a8c5745#e4c835e6-0a3c-4164-a283-a599b1bf2334#14ced61f3;1470;Amounts - 4/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;9.345.794.392.523.360;0.0;3.271.028.037.383.170;4.672.897.196.261.680;4.672.897.196.261.680;4.672.897.196.261.680;0.0;0.0;9.345.794.392.523.360;9.345.794.392.523.360;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;428;0.0;0;1;0;0;0;Unreliable;0.7363308;4329dee4-31fc-4181-8a4b-c685699da254#d6713528-1d09-4a6e-874c-898287b1f67f#1298bc9cb;1470;Amounts - 6/11;Reliable
10;0;28;4;4;4;0;0;8;8;0;0;0;0;0;0;0;0;1.187.648.456.057.000;0.0;3.325.415.676.959.610;4.750.593.824.228.020;4.750.593.824.228.020;4.750.593.824.228.020;0.0;0.0;9.501.187.648.456.050;9.501.187.648.456.050;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8420000000000001;0.0;0;1;0;0;0;Unreliable;0.7376041;e07922ef-7f9c-418e-908f-1b699a8c5745#e4c835e6-0a3c-4164-a283-a599b1bf2334#14ced61f3;1470;Amounts - 6/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;963.855.421.686.747;0.0;33.734.939.759.036.100;4.819.277.108.433.730;4.819.277.108.433.730;4.819.277.108.433.730;0.0;0.0;963.855.421.686.747;963.855.421.686.747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;415;0.0;0;1;0;0;0;Unreliable;0.7484734;4329dee4-31fc-4181-8a4b-c685699da254#d6713528-1d09-4a6e-874c-898287b1f67f#1298bc9cb;1470;Amounts - 3/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;9.803.921.568.627.450;0.0;3.431.372.549.019.600;4.901.960.784.313.720;4.901.960.784.313.720;4.901.960.784.313.720;0.0;0.0;9.803.921.568.627.450;9.803.921.568.627.450;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;408;0.0;0;1;0;0;0;Unreliable;0.7538691;7789cb44-5a4f-401f-9978-78e048631b9b#98c90d44-08b9-4a11-a180-515a77d0456c#17287fb39;1470;Amounts - 3/11;Reliable
