mutation_count;mouse_move_count;mouse_interaction_count;mouse_up_count;mouse_down_count;click_count;context_menu_count;dbl_click_count;focus_count;blur_count;touch_start_count;touch_move_departed_count;touch_end_count;touch_cancel_count;scroll_count;viewport_resize_count;input_count;touch_count;mutation_per_second;mouse_move_per_second;mouse_interaction_per_second;mouse_up_per_second;mouse_down_per_second;click_per_second;context_menu_per_second;dbl_click_per_second;focus_per_second;blur_per_second;touch_start_per_second;touch_move_departed_per_second;touch_end_per_second;touch_cancel_per_second;scroll_per_second;viewport_resize_per_second;input_per_second;touch_per_second;active_s;inactivity_s;DatesReha;Amounts;Dates;Table;Your Task;Prediction;Confidence;recording_id;step_id;workunit_id;class
1;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;5.649.717.514.124.290;0.0;4.519.774.011.299.430;5.649.717.514.124.290;5.649.717.514.124.290;5.649.717.514.124.290;0.0;5.649.717.514.124.290;11.299.435.028.248.500;11.299.435.028.248.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;177;0.0;0;0;1;0;0;Unreliable;0.8746115;291fb835-7608-4ac3-9380-8db97b64ac3b#b8da64ba-1c35-4098-b47c-cc179de642ba#13e586843;1470;Dates -  3/5;Unreliable
2;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;11.299.435.028.248.500;0.0;39.548.022.598.870.000;5.649.717.514.124.290;5.649.717.514.124.290;5.649.717.514.124.290;0.0;0.0;11.299.435.028.248.500;11.299.435.028.248.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;177;0.0;0;0;1;0;0;Unreliable;0.8714776;291fb835-7608-4ac3-9380-8db97b64ac3b#b8da64ba-1c35-4098-b47c-cc179de642ba#13e586843;1470;Dates -  2/5;Unreliable
2;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;106.951.871.657.754;0.0;374.331.550.802.139;5.347.593.582.887.700;5.347.593.582.887.700;5.347.593.582.887.700;0.0;0.0;106.951.871.657.754;106.951.871.657.754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;187;0.0;0;0;1;0;0;Unreliable;0.8671397;291fb835-7608-4ac3-9380-8db97b64ac3b#b8da64ba-1c35-4098-b47c-cc179de642ba#13e586843;1470;Dates -  4/5;Unreliable
6;1;23;3;3;3;0;2;6;6;0;0;0;0;0;0;0;0;1.094.890.510.948.900;1.824.817.518.248.170;4.197.080.291.970.800;5.474.452.554.744.520;5.474.452.554.744.520;5.474.452.554.744.520;0.0;364.963.503.649.635;1.094.890.510.948.900;1.094.890.510.948.900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;548;0.0;0;0;1;0;0;Unreliable;0.8746032;5307eda6-8048-4364-babb-d4c1c02a6aea#bb034ab4-8db4-4cae-b579-494ea27c0f8f#13e586843;1470;Dates -  3/5;Unreliable
5;1;21;3;3;3;0;0;6;6;0;0;0;0;0;0;0;0;8.849.557.522.123.890;17.699.115.044.247.700;3.716.814.159.292.030;5.309.734.513.274.330;5.309.734.513.274.330;5.309.734.513.274.330;0.0;0.0;10.619.469.026.548.600;10.619.469.026.548.600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5650000000000001;0.0;0;0;1;0;0;Unreliable;0.86359394;5307eda6-8048-4364-babb-d4c1c02a6aea#bb034ab4-8db4-4cae-b579-494ea27c0f8f#13e586843;1470;Dates -  4/5;Unreliable
10;3;22;3;3;3;0;1;6;6;0;0;0;0;0;0;0;0;634.920.634.920.635;19.047.619.047.619.000;13.968.253.968.253.900;19.047.619.047.619.000;19.047.619.047.619.000;19.047.619.047.619.000;0.0;0.6349206349206349;38.095.238.095.238.000;38.095.238.095.238.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1575;0.0;0;0;1;0;0;Unreliable;0.4851538;5307eda6-8048-4364-babb-d4c1c02a6aea#bb034ab4-8db4-4cae-b579-494ea27c0f8f#13e586843;1470;Dates -  2/5;Unreliable
1;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;7.575.757.575.757.570;0.0;5.303.030.303.030.300;7.575.757.575.757.570;7.575.757.575.757.570;7.575.757.575.757.570;0.0;0.0;1.515.151.515.151.510;1.515.151.515.151.510;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;132;0.0;0;0;1;0;0;Unreliable;0.8842011;75facad5-e0b1-47fb-8a58-16504feb1530#1b504ad8-7787-4fa8-a5f6-63ae0401f32d#13e586843;1470;Dates -  4/5;Unreliable
2;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;10.256.410.256.410.200;0.0;4.102.564.102.564.100;5.128.205.128.205.120;5.128.205.128.205.120;5.128.205.128.205.120;0.0;5.128.205.128.205.120;10.256.410.256.410.200;10.256.410.256.410.200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195;0.0;0;0;1;0;0;Unreliable;0.86799407;75facad5-e0b1-47fb-8a58-16504feb1530#1b504ad8-7787-4fa8-a5f6-63ae0401f32d#13e586843;1470;Dates -  3/5;Unreliable
2;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;1.176.470.588.235.290;0.0;4.117.647.058.823.520;588.235.294.117.647;588.235.294.117.647;588.235.294.117.647;0.0;0.0;1.176.470.588.235.290;1.176.470.588.235.290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0;0;1;0;0;Unreliable;0.8747202;75facad5-e0b1-47fb-8a58-16504feb1530#1b504ad8-7787-4fa8-a5f6-63ae0401f32d#13e58684375facad5-e0b1-47fb-8a58-16504feb1530;1470;Dates -  2/5;Unreliable
1;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;59.171.597.633.136.000;0.0;4.142.011.834.319.520;59.171.597.633.136.000;59.171.597.633.136.000;59.171.597.633.136.000;0.0;0.0;1.183.431.952.662.720;1.183.431.952.662.720;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;169;0.0;0;0;1;0;0;Unreliable;0.8753602;bb1ea266-8209-4059-b6a6-e9c4ce37a3a9#7c2202f1-5483-4df7-9f12-439378fe0eb5#13e586843;1470;Dates -  4/5;Unreliable
2;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;1.075.268.817.204.300;0.0;4.301.075.268.817.200;5.376.344.086.021.500;5.376.344.086.021.500;5.376.344.086.021.500;0.0;5.376.344.086.021.500;1.075.268.817.204.300;1.075.268.817.204.300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186;0.0;0;0;1;0;0;Unreliable;0.87119865;bb1ea266-8209-4059-b6a6-e9c4ce37a3a9#7c2202f1-5483-4df7-9f12-439378fe0eb5#13e586843;1470;Dates -  3/5;Unreliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;1;0;0;0;13.215.859.030.837.000;0.0;30.837.004.405.286.300;4.405.286.343.612.330;4.405.286.343.612.330;4.405.286.343.612.330;0.0;0.0;8.810.572.687.224.660;8.810.572.687.224.660;0.0;0.0;0.0;0.0;4.405.286.343.612.330;0.0;0.0;0.0;227;0.0;0;0;1;0;0;Unreliable;0.82034534;bb1ea266-8209-4059-b6a6-e9c4ce37a3a9#7c2202f1-5483-4df7-9f12-439378fe0eb5#13e586843;1470;Dates -  2/5;Unreliable
2;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;11.299.435.028.248.500;0.0;4.519.774.011.299.430;5.649.717.514.124.290;5.649.717.514.124.290;5.649.717.514.124.290;0.0;5.649.717.514.124.290;11.299.435.028.248.500;11.299.435.028.248.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;177;0.0;0;0;1;0;0;Unreliable;0.8568501;07dab660-7f79-46bd-b442-67845fb9e818#8ab5934c-44b6-4955-8a9d-5fc38581d397#13e586843;1470;Dates -  3/5;Unreliable
2;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;1.149.425.287.356.320;0.0;40.229.885.057.471.200;574.712.643.678.161;574.712.643.678.161;574.712.643.678.161;0.0;0.0;1.149.425.287.356.320;1.149.425.287.356.320;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;174;0.0;0;0;1;0;0;Unreliable;0.859515;07dab660-7f79-46bd-b442-67845fb9e818#8ab5934c-44b6-4955-8a9d-5fc38581d397#13e586843;1470;Dates -  2/5;Unreliable
2;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;11.627.906.976.744.100;0.0;40.697.674.418.604.600;5.813.953.488.372.090;5.813.953.488.372.090;5.813.953.488.372.090;0.0;0.0;11.627.906.976.744.100;11.627.906.976.744.100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172;0.0;0;0;1;0;0;Unreliable;0.8601092;07dab660-7f79-46bd-b442-67845fb9e818#8ab5934c-44b6-4955-8a9d-5fc38581d397#13e586843;1470;Dates -  4/5;Unreliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;13.452.914.798.206.200;0.0;31.390.134.529.147.900;4.484.304.932.735.420;4.484.304.932.735.420;4.484.304.932.735.420;0.0;0.0;8.968.609.865.470.850;8.968.609.865.470.850;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;223;0.0;0;0;1;0;0;Unreliable;0.82266515;0f1f2862-f1a1-4584-8f3a-ac50bf483376#afa1cb6c-6005-45d9-b58b-0bdcd87f7cf5#13e586843;1470;Dates -  2/5;Unreliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;11.904.761.904.761.900;0.0;20.833.333.333.333.300;2.976.190.476.190.470;2.976.190.476.190.470;2.976.190.476.190.470;0.0;0.0;5.952.380.952.380.950;5.952.380.952.380.950;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;336;0.0;0;0;1;0;0;Unreliable;0.6841362;0f1f2862-f1a1-4584-8f3a-ac50bf483376#afa1cb6c-6005-45d9-b58b-0bdcd87f7cf5#13e586843;1470;Dates -  4/5;Unreliable
1;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;7.575.757.575.757.570;0.0;606.060.606.060.606;7.575.757.575.757.570;7.575.757.575.757.570;7.575.757.575.757.570;0.0;7.575.757.575.757.570;1.515.151.515.151.510;1.515.151.515.151.510;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;132;0.0;0;0;1;0;0;Unreliable;0.86659515;0f1f2862-f1a1-4584-8f3a-ac50bf483376#afa1cb6c-6005-45d9-b58b-0bdcd87f7cf5#13e586843;1470;Dates -  3/5;Unreliable
1;1;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;925.925.925.925.926;925.925.925.925.926;6.481.481.481.481.480;925.925.925.925.926;925.925.925.925.926;925.925.925.925.926;0.0;0.0;1.851.851.851.851.850;1.851.851.851.851.850;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108;0.0;0;0;1;0;0;Unreliable;0.859088;35YHTYFL1GF0WP2D4PS2M0R19XAVF5#6845253f-ff9b-43a9-a3e8-06c5785a89c5#1A2WXKS2KBJKD7E;1468;Dates -  3/5;Unreliable
1;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;1.773.049.645.390.070;0.0;12.411.347.517.730.400;1.773.049.645.390.070;1.773.049.645.390.070;1.773.049.645.390.070;0.0;0.0;3.546.099.290.780.140;3.546.099.290.780.140;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;564;0.0;0;0;1;0;0;Unreliable;0.530564;3ABAOCJ4R8GEXRYD4D25B3C2P67QMD#f4b12ff7-564a-4fb7-8539-bccced26101a#1A2WXKS2KBJKD7E;1468;Dates -  2/5;Unreliable
6;1;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;16.304.347.826.086.900;2.717.391.304.347.820;1.902.173.913.043.470;2.717.391.304.347.820;2.717.391.304.347.820;2.717.391.304.347.820;0.0;0.0;5.434.782.608.695.650;5.434.782.608.695.650;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368;0.0;0;0;1;0;0;Unreliable;0.5966473;5c8776f2-870e-4f00-979f-8faef30211d8#d2183b5b-b012-4dc1-8529-b4cdcd84798f#1da3e87de;1470;Dates -  4/5;Unreliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;1.724.137.931.034.480;0.0;40.229.885.057.471.200;574.712.643.678.161;574.712.643.678.161;574.712.643.678.161;0.0;0.0;1.149.425.287.356.320;1.149.425.287.356.320;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;174;0.0;0;0;1;0;0;Unreliable;0.85947675;ba870e83-7c1e-41f5-8585-9e27341a991a#674927aa-7dba-4f04-9fbc-f637529b6556#182c018d0;1470;Dates -  4/5;Unreliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;16.129.032.258.064.500;0.0;37.634.408.602.150.500;5.376.344.086.021.500;5.376.344.086.021.500;5.376.344.086.021.500;0.0;0.0;1.075.268.817.204.300;1.075.268.817.204.300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186;0.0;0;0;1;0;0;Unreliable;0.8543554;ba870e83-7c1e-41f5-8585-9e27341a991a#674927aa-7dba-4f04-9fbc-f637529b6556#182c018d0;1470;Dates -  2/5;Unreliable
3;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;18.633.540.372.670.800;0.0;4.968.944.099.378.880;6.211.180.124.223.600;6.211.180.124.223.600;6.211.180.124.223.600;0.0;6.211.180.124.223.600;12.422.360.248.447.200;12.422.360.248.447.200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;161;0.0;0;0;1;0;0;Unreliable;0.8622612;ba870e83-7c1e-41f5-8585-9e27341a991a#674927aa-7dba-4f04-9fbc-f637529b6556#182c018d0;1470;Dates -  3/5;Unreliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;17.857.142.857.142.800;0.0;41.666.666.666.666.600;5.952.380.952.380.950;5.952.380.952.380.950;5.952.380.952.380.950;0.0;0.0;11.904.761.904.761.900;11.904.761.904.761.900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;168;0.0;0;0;1;0;0;Unreliable;0.86129194;bd8c7a6a-3d14-426d-ae97-41ff92b40ae3#7fa69fce-96cc-48d6-9119-33b3d025e0d4#182c018d0;1470;Dates -  4/5;Unreliable
4;1;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;28.169.014.084.507.000;7.042.253.521.126.760;4.929.577.464.788.730;7.042.253.521.126.760;7.042.253.521.126.760;7.042.253.521.126.760;0.0;0.0;14.084.507.042.253.500;14.084.507.042.253.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142;0.0;0;0;1;0;0;Unreliable;0.8472247;bd8c7a6a-3d14-426d-ae97-41ff92b40ae3#7fa69fce-96cc-48d6-9119-33b3d025e0d4#182c018d0;1470;Dates -  3/5;Unreliable
3;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;17.964.071.856.287.400;0.0;4.790.419.161.676.640;5.988.023.952.095.800;5.988.023.952.095.800;5.988.023.952.095.800;0.0;5.988.023.952.095.800;11.976.047.904.191.600;11.976.047.904.191.600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;167;0.0;0;0;1;0;0;Unreliable;0.8601333;bd8c7a6a-3d14-426d-ae97-41ff92b40ae3#7fa69fce-96cc-48d6-9119-33b3d025e0d4#182c018d0;1470;Dates -  2/5;Unreliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;16.216.216.216.216.200;0.0;3.783.783.783.783.780;5.405.405.405.405.400;5.405.405.405.405.400;5.405.405.405.405.400;0.0;0.0;1.081.081.081.081.080;1.081.081.081.081.080;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;185;0.0;0;0;1;0;0;Unreliable;0.85499316;e3caa088-4b40-4fb5-b4a5-e98d22a370cb#763153d1-700b-4eda-9985-2cdef7a44751#1da3e87de;1470;Dates -  4/5;Unreliable
3;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;2.027.027.027.027.020;0.0;54.054.054.054.054.000;6.756.756.756.756.750;6.756.756.756.756.750;6.756.756.756.756.750;0.0;6.756.756.756.756.750;13.513.513.513.513.500;13.513.513.513.513.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;148;0.0;0;0;1;0;0;Unreliable;0.8649749;e3caa088-4b40-4fb5-b4a5-e98d22a370cb#763153d1-700b-4eda-9985-2cdef7a44751#1da3e87de;1470;Dates -  3/5;Unreliable
2;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;11.235.955.056.179.700;0.0;39.325.842.696.629.200;5.617.977.528.089.880;5.617.977.528.089.880;5.617.977.528.089.880;0.0;0.0;11.235.955.056.179.700;11.235.955.056.179.700;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;178;0.0;0;0;1;0;0;Unreliable;0.8583591;e3caa088-4b40-4fb5-b4a5-e98d22a370cb#763153d1-700b-4eda-9985-2cdef7a44751#1da3e87de;1470;Dates -  2/5;Unreliable
3;1;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;16.483.516.483.516.400;54.945.054.945.054.900;3.846.153.846.153.840;54.945.054.945.054.900;54.945.054.945.054.900;54.945.054.945.054.900;0.0;0.0;10.989.010.989.010.900;10.989.010.989.010.900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;182;0.0;0;0;1;0;0;Unreliable;0.8282908;faab2ed6-fe67-4e27-a147-01248f691a60#8c8af26f-e8b8-4bb7-9e26-9a1217cf4455#1da3e87de;1470;Dates -  4/5;Unreliable
2;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;14.084.507.042.253.500;0.0;4.929.577.464.788.730;7.042.253.521.126.760;7.042.253.521.126.760;7.042.253.521.126.760;0.0;0.0;14.084.507.042.253.500;14.084.507.042.253.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142;0.0;0;0;1;0;0;Unreliable;0.8705522;faab2ed6-fe67-4e27-a147-01248f691a60#8c8af26f-e8b8-4bb7-9e26-9a1217cf4455#1da3e87de;1470;Dates -  2/5;Unreliable
3;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;16.666.666.666.666.600;0.0;4.444.444.444.444.440;5.555.555.555.555.550;5.555.555.555.555.550;5.555.555.555.555.550;0.0;5.555.555.555.555.550;1.111.111.111.111.110;1.111.111.111.111.110;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;0.0;0;0;1;0;0;Unreliable;0.8557667;faab2ed6-fe67-4e27-a147-01248f691a60#8c8af26f-e8b8-4bb7-9e26-9a1217cf4455#1da3e87de;1470;Dates -  3/5;Unreliable
1;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;6.097.560.975.609.750;0.0;4.878.048.780.487.800;6.097.560.975.609.750;6.097.560.975.609.750;6.097.560.975.609.750;0.0;6.097.560.975.609.750;12.195.121.951.219.500;12.195.121.951.219.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;164;0.0;0;0;1;0;0;Unreliable;0.50635344;992bb6fa-ffcb-4f5a-86aa-6f0b23012944#be5e6a9c-5136-4320-a7a8-47591928fa9f#13e586843;1470;Dates -  3/5;Unreliable
1;1;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;4.901.960.784.313.720;4.901.960.784.313.720;3.431.372.549.019.600;4.901.960.784.313.720;4.901.960.784.313.720;4.901.960.784.313.720;0.0;0.0;9.803.921.568.627.450;9.803.921.568.627.450;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;204;0.0;0;0;1;0;0;Unreliable;0.47677293;992bb6fa-ffcb-4f5a-86aa-6f0b23012944#be5e6a9c-5136-4320-a7a8-47591928fa9f#13e586843;1470;Dates -  4/5;Unreliable
2;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;111.731.843.575.419;0.0;3.910.614.525.139.660;558.659.217.877.095;558.659.217.877.095;558.659.217.877.095;0.0;0.0;111.731.843.575.419;111.731.843.575.419;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179;0.0;0;0;1;0;0;Unreliable;0.50224245;b3184c60-cdb2-4a08-9446-28eef3326991#0264f7bb-e9d5-4682-9801-fc5bdae31dad#13e586843;1470;Dates -  2/5;Unreliable
2;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;10.582.010.582.010.500;0.0;4.232.804.232.804.230;5.291.005.291.005.290;5.291.005.291.005.290;5.291.005.291.005.290;0.0;5.291.005.291.005.290;10.582.010.582.010.500;10.582.010.582.010.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;189;0.0;0;0;1;0;0;Unreliable;0.48452827;b3184c60-cdb2-4a08-9446-28eef3326991#0264f7bb-e9d5-4682-9801-fc5bdae31dad#13e586843;1470;Dates -  3/5;Unreliable
1;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;7.633.587.786.259.540;0.0;5.343.511.450.381.670;7.633.587.786.259.540;7.633.587.786.259.540;7.633.587.786.259.540;0.0;0.0;15.267.175.572.519.000;15.267.175.572.519.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131;0.0;0;0;1;0;0;Unreliable;0.50656146;b3184c60-cdb2-4a08-9446-28eef3326991#0264f7bb-e9d5-4682-9801-fc5bdae31dad#13e586843;1470;Dates -  4/5;Unreliable
1;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;14.409.221.902.017.200;0.0;10.086.455.331.412.100;14.409.221.902.017.200;14.409.221.902.017.200;14.409.221.902.017.200;0.0;0.0;28.818.443.804.034.500;28.818.443.804.034.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;694;0.0;0;0;1;0;0;Unreliable;0.41675988;3SU800BH864XAZ3MDFTR2DTW2WBQUE#c4208e4d-8e35-4e13-a350-9182cc4a5eb0#1A1GIAKUCORNP98;1469;Dates - 2/5;Unreliable
9;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;2;0;2.173.913.043.478.260;0.0;16.908.212.560.386.400;24.154.589.371.980.600;24.154.589.371.980.600;24.154.589.371.980.600;0.0;0.0;4.830.917.874.396.130;4.830.917.874.396.130;0.0;0.0;0.0;0.0;0.0;0.0;4.830.917.874.396.130;0.0;414;0.0;0;0;1;0;0;Unreliable;0.4940216;883905ae-4ffa-4537-b815-da3c625cd3b6#9cbdf751-fc8a-4169-9d40-acf136675f56#1fcbf9fba;1470;Dates - 4/5;Unreliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;1;0;101.010.101.010.101;0.0;17.676.767.676.767.600;2.525.252.525.252.520;2.525.252.525.252.520;2.525.252.525.252.520;0.0;0.0;505.050.505.050.505;505.050.505.050.505;0.0;0.0;0.0;0.0;0.0;0.0;2.525.252.525.252.520;0.0;396;0.0;0;1;0;0;0;Unreliable;0.47730452;3B9J25CZ25PD1L1ZJSXW37MRDPVCSV#c874091d-5ee3-411f-91c0-27a253e2f4d0#1A1YSUODAISGHEW;1469;Amounts - 7/10;Unreliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;1;0;1.095.890.410.958.900;0.0;19.178.082.191.780.800;273.972.602.739.726;273.972.602.739.726;273.972.602.739.726;0.0;0.0;547.945.205.479.452;547.945.205.479.452;0.0;0.0;0.0;0.0;0.0;0.0;273.972.602.739.726;0.0;365;0.0;0;1;0;0;0;Unreliable;0.5114546;33BFF6QPI1NIV2MPA4WW7TLIDO8W3O#14b93d04-a932-49f7-a1a4-1cb18b089baf#1A108OZCQQWRJWF;1469;Amounts - 7/11;Unreliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;11.661.807.580.174.900;0.0;2.040.816.326.530.610;29.154.518.950.437.300;29.154.518.950.437.300;29.154.518.950.437.300;0.0;0.0;5.830.903.790.087.460;5.830.903.790.087.460;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;343;0.0;0;1;0;0;0;Unreliable;0.52414143;33BFF6QPI1NIV2MPA4WW7TLIDO8W3O#14b93d04-a932-49f7-a1a4-1cb18b089baf#1A108OZCQQWRJWF;1469;Amounts - 5/11;Unreliable
5;0;13;2;2;1;0;0;4;4;0;0;0;0;0;0;1;0;8.090.614.886.731.390;0.0;2.103.559.870.550.160;3.236.245.954.692.550;3.236.245.954.692.550;16.181.229.773.462.700;0.0;0.0;6.472.491.909.385.110;6.472.491.909.385.110;0.0;0.0;0.0;0.0;0.0;0.0;16.181.229.773.462.700;0.0;618;0.0;0;1;0;0;0;Unreliable;0.57854146;33BFF6QPI1NIV2MPA4WW7TLIDO8W3O#14b93d04-a932-49f7-a1a4-1cb18b089baf#1A108OZCQQWRJWF;1469;Amounts - 6/11;Unreliable
4;0;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;7.181.328.545.780.960;0.0;2.333.931.777.378.810;35.906.642.728.904.800;35.906.642.728.904.800;1.795.332.136.445.240;0.0;0.0;7.181.328.545.780.960;7.181.328.545.780.960;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;557;0.0;0;1;0;0;0;Unreliable;0.6210844;33BFF6QPI1NIV2MPA4WW7TLIDO8W3O#14b93d04-a932-49f7-a1a4-1cb18b089baf#1A108OZCQQWRJWF;1469;Amounts - 3/11;Unreliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;2;0;10.245.901.639.344.200;0.0;28.688.524.590.163.900;4.098.360.655.737.700;4.098.360.655.737.700;4.098.360.655.737.700;0.0;0.0;819.672.131.147.541;819.672.131.147.541;0.0;0.0;0.0;0.0;0.0;0.0;4.098.360.655.737.700;0.0;488;0.0;0;1;0;0;0;Unreliable;0.69269276;3B9J25CZ25PD1L1ZJSXW37MRDPVCSV#c874091d-5ee3-411f-91c0-27a253e2f4d0#1A1YSUODAISGHEW;1469;Amounts - 9/10;Unreliable
5;0;16;3;3;2;0;0;4;4;0;0;0;0;0;0;1;0;1.016.260.162.601.620;0.0;32.520.325.203.252.000;6.097.560.975.609.750;6.097.560.975.609.750;4.065.040.650.406.500;0.0;0.0;8.130.081.300.813.000;8.130.081.300.813.000;0.0;0.0;0.0;0.0;0.0;0.0;2.032.520.325.203.250;0.0;492;0.0;0;1;0;0;0;Unreliable;0.7355085;33BFF6QPI1NIV2MPA4WW7TLIDO8W3O#14b93d04-a932-49f7-a1a4-1cb18b089baf#1A108OZCQQWRJWF;1469;Amounts - 4/11;Unreliable
4;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;1;0;784.313.725.490.196;0.0;2.941.176.470.588.230;392.156.862.745.098;392.156.862.745.098;392.156.862.745.098;0.0;196.078.431.372.549;784.313.725.490.196;784.313.725.490.196;0.0;0.0;0.0;0.0;0.0;0.0;196.078.431.372.549;0.0;0.51;0.0;0;1;0;0;0;Unreliable;0.7537248;3B9J25CZ25PD1L1ZJSXW37MRDPVCSV#c874091d-5ee3-411f-91c0-27a253e2f4d0#1A1YSUODAISGHEW;1469;Amounts - 8/10;Unreliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;1;0;11.933.174.224.343.600;0.0;3.341.288.782.816.220;4.773.269.689.737.470;4.773.269.689.737.470;4.773.269.689.737.470;0.0;0.0;954.653.937.947.494;954.653.937.947.494;0.0;0.0;0.0;0.0;0.0;0.0;23.866.348.448.687.300;0.0;419;0.0;0;1;0;0;0;Unreliable;0.7543961;33BFF6QPI1NIV2MPA4WW7TLIDO8W3O#14b93d04-a932-49f7-a1a4-1cb18b089baf#1A108OZCQQWRJWF;1469;Amounts - 8/11;Unreliable
